datetime,snow
20170304 210800,14.05
20170304 210900,14.06
20170304 211000,14.06
20170304 211100,14.05
20170304 211200,14.05
20170304 211300,14.06
20170304 211400,14.05
20170304 211500,14.04
20170304 211600,14.03
20170304 211700,14.05
20170304 211800,14.05
20170304 211900,14.08
20170304 212000,14.04
20170304 212100,14.05
20170304 212200,14.05
20170304 212300,14.06
20170304 212400,14.05
20170304 212500,14.04
20170304 212600,14.05
20170304 212700,14.04
20170304 212800,14.04
20170304 212900,14.04
20170304 213000,14.04
20170304 213100,14.04
20170304 213200,14.04
20170304 213300,14.05
20170304 213400,14.04
20170304 213500,14.04
20170304 213600,14.04
20170304 213700,14.05
20170304 213800,14.04
20170304 213900,14.04
20170304 214000,14.04
20170304 214100,14.06
20170304 214200,14.01
20170304 214300,14.03
20170304 214400,14.04
20170304 214500,14.03
20170304 214600,14.04
20170304 214700,14.02
20170304 214800,14.05
20170304 214900,14.03
20170304 215000,14.03
20170304 215100,14.02
20170304 215200,14.02
20170304 215300,14.02
20170304 215400,14.02
20170304 215500,14.02
20170304 215600,14.02
20170304 215700,14.02
20170304 215800,14.03
20170304 215900,14.02
20170304 220000,14.02
20170304 220100,14.03
20170304 220200,14.01
20170304 220300,14.03
20170304 220400,14.0
20170304 220500,14.03
20170304 220600,14.01
20170304 220700,14.02
20170304 220800,14.01
20170304 220900,14.01
20170304 221000,14.01
20170304 221100,14.02
20170304 221200,14.01
20170304 221300,14.02
20170304 221400,14.01
20170304 221500,14.01
20170304 221600,14.02
20170304 221700,14.03
20170304 221800,14.02
20170304 221900,14.02
20170304 222000,13.99
20170304 222100,14.01
20170304 222200,14.02
20170304 222300,14.02
20170304 222400,13.99
20170304 222500,14.02
20170304 222600,14.02
20170304 222700,14.01
20170304 222800,14.01
20170304 222900,14.02
20170304 223000,14.02
20170304 223100,14.02
20170304 223200,14.0
20170304 223300,14.01
20170304 223400,14.01
20170304 223500,14.0
20170304 223600,14.03
20170304 223700,14.02
20170304 223800,14.01
20170304 223900,14.03
20170304 224000,14.02
20170304 224100,14.01
20170304 224200,14.03
20170304 224300,14.02
20170304 224400,14.02
20170304 224500,14.02
20170304 224600,14.03
20170304 224700,14.02
20170304 224800,14.01
20170304 224900,14.02
20170304 225000,14.02
20170304 225100,14.01
20170304 225200,14.02
20170304 225300,14.02
20170304 225400,14.03
20170304 225500,14.0
20170304 225600,14.01
20170304 225700,14.02
20170304 225800,14.01
20170304 225900,14.02
20170304 230000,14.01
20170304 230100,14.01
20170304 230200,14.01
20170304 230300,14.01
20170304 230400,14.01
20170304 230500,14.02
20170304 230600,14.0
20170304 230700,13.99
20170304 230800,14.01
20170304 230900,14.01
20170304 231000,14.01
20170304 231100,14.01
20170304 231200,14.0
20170304 231300,14.02
20170304 231400,14.0
20170304 231500,14.02
20170304 231600,14.0
20170304 231700,13.99
20170304 231800,14.01
20170304 231900,14.0
20170304 232000,14.02
20170304 232100,14.0
20170304 232200,14.0
20170304 232300,13.99
20170304 232400,13.99
20170304 232500,14.0
20170304 232600,13.99
20170304 232700,14.01
20170304 232800,14.0
20170304 232900,14.02
20170304 233000,14.01
20170304 233100,14.01
20170304 233200,14.02
20170304 233300,14.0
20170304 233400,14.03
20170304 233500,14.02
20170304 233600,14.03
20170304 233700,14.02
20170304 233800,14.02
20170304 233900,14.02
20170304 234000,14.01
20170304 234100,14.02
20170304 234200,14.02
20170304 234300,14.02
20170304 234400,14.01
20170304 234500,14.02
20170304 234600,14.03
20170304 234700,14.01
20170304 234800,14.03
20170304 234900,14.02
20170304 235000,14.02
20170304 235100,14.02
20170304 235200,14.01
20170304 235300,14.02
20170304 235400,14.01
20170304 235500,14.01
20170304 235600,14.02
20170304 235700,14.02
20170304 235800,14.01
