datetime,snow
20170304 210300,13.15
20170304 210400,13.21
20170304 210500,13.16
20170304 210600,13.17
20170304 210700,13.18
20170304 210800,13.08
20170304 210900,13.2
20170304 211000,13.15
20170304 211100,13.12
20170304 211200,13.2
20170304 211300,13.2
20170304 211400,13.18
20170304 211500,13.21
20170304 211600,13.1
20170304 211700,13.18
20170304 211800,13.15
20170304 211900,13.2
20170304 212000,13.1
20170304 212100,13.36
20170304 212200,13.04
20170304 212300,13.08
20170304 212400,13.21
20170304 212500,13.21
20170304 212600,13.04
20170304 212700,13.24
20170304 212800,13.26
20170304 212900,13.24
20170304 213000,13.07
20170304 213100,13.23
20170304 213200,13.3
20170304 213300,13.26
20170304 213400,13.24
20170304 213500,13.22
20170304 213600,13.24
20170304 213700,13.18
20170304 213800,13.25
20170304 213900,13.19
20170304 214000,13.27
20170304 214100,13.36
20170304 214200,13.29
20170304 214300,13.27
20170304 214400,13.29
20170304 214500,13.28
20170304 214600,13.21
20170304 214700,13.3
20170304 214800,13.31
20170304 214900,13.32
20170304 215000,13.16
20170304 215100,13.24
20170304 215200,13.31
20170304 215300,13.32
20170304 215400,13.24
20170304 215500,13.19
20170304 215600,13.27
20170304 215700,13.23
20170304 215800,13.26
20170304 215900,13.3
20170304 220000,13.31
20170304 220100,13.3
20170304 220200,13.39
20170304 220300,13.35
20170304 220400,13.36
20170304 220500,13.37
20170304 220600,13.33
20170304 220700,13.36
20170304 220800,13.33
20170304 220900,13.5
20170304 221000,13.41
20170304 221100,13.34
20170304 221200,13.32
20170304 221300,13.31
20170304 221400,13.4
20170304 221500,13.36
20170304 221600,13.37
20170304 221700,13.36
20170304 221800,13.42
20170304 221900,13.35
20170304 222000,13.38
20170304 222100,13.36
20170304 222200,13.4
20170304 222300,13.42
20170304 222400,13.39
20170304 222500,13.36
20170304 222600,13.35
20170304 222700,13.4
20170304 222800,13.36
20170304 222900,13.36
20170304 223000,13.32
20170304 223100,13.38
20170304 223200,13.34
20170304 223300,13.44
20170304 223400,13.4
20170304 223500,13.41
20170304 223600,13.4
20170304 223700,13.32
20170304 223800,13.38
20170304 223900,13.38
20170304 224000,13.38
20170304 224100,13.39
20170304 224200,13.43
20170304 224300,13.37
20170304 224400,13.37
20170304 224500,13.39
20170304 224600,13.39
20170304 224700,13.37
20170304 224800,13.36
20170304 224900,13.37
20170304 225000,13.44
20170304 225100,13.41
20170304 225200,13.39
20170304 225300,13.39
20170304 225400,13.38
20170304 225500,13.39
20170304 225600,13.38
20170304 225700,13.35
20170304 225800,13.42
20170304 225900,13.41
20170304 230000,13.4
20170304 230100,13.4
20170304 230200,13.44
20170304 230300,13.4
20170304 230400,13.37
20170304 230500,13.4
20170304 230600,13.43
20170304 230700,13.42
20170304 230800,13.42
20170304 230900,13.45
20170304 231000,13.44
20170304 231100,13.45
20170304 231200,13.46
20170304 231300,13.46
20170304 231400,13.45
20170304 231500,13.46
20170304 231600,13.49
20170304 231700,13.5
20170304 231800,13.54
20170304 231900,13.55
20170304 232000,13.56
20170304 232100,13.56
20170304 232200,13.59
20170304 232300,13.6
20170304 232400,13.59
20170304 232500,13.6
20170304 232600,13.6
20170304 232700,13.61
20170304 232800,13.6
20170304 232900,13.61
20170304 233000,13.61
20170304 233100,13.61
20170304 233200,13.61
20170304 233300,13.61
20170304 233400,13.59
20170304 233500,13.6
20170304 233600,13.59
20170304 233700,13.59
20170304 233800,13.61
20170304 233900,13.59
20170304 234000,13.6
20170304 234100,13.62
20170304 234200,13.6
20170304 234300,13.61
20170304 234400,13.59
20170304 234500,13.6
20170304 234600,13.6
20170304 234700,13.6
20170304 234800,13.61
20170304 234900,13.61
20170304 235000,13.59
20170304 235100,13.6
20170304 235200,13.61
20170304 235300,13.6
20170304 235400,13.6
20170304 235500,13.6
20170304 235600,13.6
20170304 235700,13.6
20170304 235800,13.61
20170304 235900,13.59
