datetime,snow
20170304 205600,19.04
20170304 205700,19.16
20170304 205800,19.19
20170304 205900,19.17
20170304 210000,19.16
20170304 210100,19.15
20170304 210200,19.24
20170304 210300,19.14
20170304 210400,19.22
20170304 210500,19.25
20170304 210600,19.21
20170304 210700,19.2
20170304 210800,19.29
20170304 210900,19.23
20170304 211000,19.25
20170304 211100,19.22
20170304 211200,19.19
20170304 211300,19.33
20170304 211400,19.31
20170304 211500,19.29
20170304 211600,19.37
20170304 211700,19.36
20170304 211800,19.42
20170304 211900,19.42
20170304 212000,19.45
20170304 212100,19.49
20170304 212200,19.56
20170304 212300,19.53
20170304 212400,19.5
20170304 212500,19.59
20170304 212600,19.75
20170304 212700,19.81
20170304 212800,19.72
20170304 212900,19.82
20170304 213000,19.86
20170304 213100,19.91
20170304 213200,19.89
20170304 213300,19.92
20170304 213400,19.95
20170304 213500,19.98
20170304 213600,20.19
20170304 213700,20.21
20170304 213800,20.21
20170304 213900,20.18
20170304 214000,20.24
20170304 214100,20.23
20170304 214200,20.18
20170304 214300,20.26
20170304 214400,20.12
20170304 214500,20.17
20170304 214600,20.1
20170304 214700,20.32
20170304 214800,20.36
20170304 214900,20.38
20170304 215000,20.41
20170304 215100,20.42
20170304 215200,20.41
20170304 215300,20.33
20170304 215400,20.37
20170304 215500,20.52
20170304 215600,20.39
20170304 215700,20.46
20170304 215800,20.42
20170304 215900,20.53
20170304 220000,20.43
20170304 220100,20.4
20170304 220200,20.51
20170304 220300,20.54
20170304 220400,20.42
20170304 220500,20.61
20170304 220600,20.47
20170304 220700,20.5
20170304 220800,20.64
20170304 220900,20.69
20170304 221000,20.79
20170304 221100,20.93
20170304 221200,20.74
20170304 221300,20.91
20170304 221400,20.86
20170304 221500,20.93
20170304 221600,21.04
20170304 221700,20.83
20170304 221800,21.03
20170304 221900,21.04
20170304 222000,21.08
20170304 222100,21.14
20170304 222200,21.14
20170304 222300,21.12
20170304 222400,21.15
20170304 222500,21.13
20170304 222600,21.18
20170304 222700,21.16
20170304 222800,21.19
20170304 222900,21.21
20170304 223000,21.37
20170304 223100,21.34
20170304 223200,21.29
20170304 223300,21.32
20170304 223400,21.26
20170304 223500,21.36
20170304 223600,21.39
20170304 223700,21.37
20170304 223800,21.33
20170304 223900,21.37
20170304 224000,21.39
20170304 224100,21.45
20170304 224200,21.4
20170304 224300,21.42
20170304 224400,21.4
20170304 224500,21.4
20170304 224600,21.4
20170304 224700,21.43
20170304 224800,21.41
20170304 224900,21.41
20170304 225000,21.41
20170304 225100,21.42
20170304 225200,21.43
20170304 225300,21.44
20170304 225400,21.42
20170304 225500,21.43
20170304 225600,21.44
20170304 225700,21.41
20170304 225800,21.43
20170304 225900,21.4
20170304 230000,21.44
20170304 230100,21.45
20170304 230200,21.41
20170304 230300,21.41
20170304 230400,21.41
20170304 230500,21.42
20170304 230600,21.4
20170304 230700,21.4
20170304 230800,21.42
20170304 230900,21.44
20170304 231000,21.42
20170304 231100,21.4
20170304 231200,21.42
20170304 231300,21.43
20170304 231400,21.41
20170304 231500,21.43
20170304 231600,21.43
20170304 231700,21.41
20170304 231800,21.44
20170304 231900,21.4
20170304 232000,21.42
20170304 232100,21.41
20170304 232200,21.41
20170304 232300,21.4
20170304 232400,21.41
20170304 232500,21.41
20170304 232600,21.42
20170304 232700,21.41
20170304 232800,21.42
20170304 232900,21.42
20170304 233000,21.41
20170304 233100,21.41
20170304 233200,21.42
20170304 233300,21.43
20170304 233400,21.4
20170304 233500,21.43
20170304 233600,21.41
20170304 233700,21.41
20170304 233800,21.4
20170304 233900,21.43
20170304 234000,21.43
20170304 234100,21.43
20170304 234200,21.43
20170304 234300,21.41
20170304 234400,21.4
20170304 234500,21.4
20170304 234600,21.39
20170304 234700,21.38
20170304 234800,21.38
20170304 234900,21.38
20170304 235000,21.38
20170304 235100,21.38
20170304 235200,21.39
20170304 235300,21.39
20170304 235400,21.39
20170304 235500,21.4
20170304 235600,21.38
20170304 235700,21.38
20170304 235800,21.38
20170304 235900,21.38
