datetime,snow
20170304 045000,0.02
20170304 045100,0.02
20170304 045200,-0.09
20170304 045300,0.08
20170304 045400,0.05
20170304 045500,0.04
20170304 045600,0.01
20170304 045700,0.02
20170304 045800,0.02
20170304 045900,0.03
20170304 050000,0.04
20170304 050100,0.01
20170304 050200,-0.02
20170304 050300,0.1
20170304 050400,0.04
20170304 050500,-0.27
20170304 050600,0.14
20170304 050700,0.02
20170304 050800,0.03
20170304 050900,0.06
20170304 051000,-0.0
20170304 051100,0.08
20170304 051200,0.01
20170304 051300,0.03
20170304 051400,-0.01
20170304 051500,0.07
20170304 051600,-0.03
20170304 051700,-0.05
20170304 051800,-0.04
20170304 051900,-0.04
20170304 052000,0.07
20170304 052100,-0.03
20170304 052200,0.08
20170304 052300,-0.28
20170304 052400,-0.08
20170304 052500,0.04
20170304 052600,-0.37
20170304 052700,-0.21
20170304 052800,-0.16
20170304 052900,-0.13
20170304 053000,-0.16
20170304 053100,-0.1
20170304 053200,-0.01
20170304 053300,0.13
20170304 053400,-0.12
20170304 053500,-0.03
20170304 053600,-0.02
20170304 053700,-0.13
20170304 053800,0.11
20170304 053900,-0.02
20170304 054000,-0.13
20170304 054100,0.04
20170304 054200,0.09
20170304 054300,0.05
20170304 054400,0.1
20170304 054500,0.02
20170304 054600,-0.16
20170304 054700,-0.13
20170304 054800,0.02
20170304 054900,0.04
20170304 055000,0.38
20170304 055100,-0.13
20170304 055200,-0.07
20170304 055300,0.16
20170304 055400,0.09
20170304 055500,0.08
20170304 055600,0.14
20170304 055700,-0.1
20170304 055800,-0.08
20170304 055900,0.05
20170304 060000,0.01
20170304 060100,-0.09
20170304 060200,0.01
20170304 060300,0.05
20170304 060400,-0.05
20170304 060500,-0.09
20170304 060600,0.03
20170304 060700,-0.06
20170304 060800,0.06
20170304 060900,-0.03
20170304 061000,-0.0
20170304 061100,0.09
20170304 061200,-0.05
20170304 061300,0.04
20170304 061400,-0.13
20170304 061500,-0.05
20170304 061600,0.08
20170304 061700,0.01
20170304 061800,0.03
20170304 061900,0.07
20170304 062000,-0.05
20170304 062100,0.11
20170304 062200,0.06
20170304 062300,-0.01
20170304 062400,0.23
20170304 062500,0.17
20170304 062600,0.09
20170304 062700,0.02
20170304 062800,0.12
20170304 062900,0.21
20170304 063000,0.09
20170304 063100,0.09
20170304 063200,0.13
20170304 063300,0.19
20170304 063400,0.1
20170304 063500,0.11
20170304 063600,0.25
20170304 063700,0.29
20170304 063800,0.13
20170304 063900,0.18
20170304 064000,0.23
20170304 064100,0.21
20170304 064200,0.26
20170304 064300,0.23
20170304 064400,0.32
20170304 064500,0.33
20170304 064600,0.34
20170304 064700,0.31
20170304 064800,0.4
20170304 064900,0.47
20170304 065000,0.49
20170304 065100,0.56
20170304 065200,0.61
20170304 065300,0.59
20170304 065400,0.66
20170304 065500,0.73
20170304 065600,0.69
20170304 065700,0.78
20170304 065800,0.83
20170304 065900,0.84
20170304 070000,0.85
20170304 070100,0.88
20170304 070200,0.92
20170304 070300,1.04
20170304 070400,1.01
20170304 070500,1.05
20170304 070600,1.03
20170304 070700,1.21
20170304 070800,1.07
20170304 070900,1.16
20170304 071000,1.16
20170304 071100,1.23
20170304 071200,1.22
20170304 071300,1.27
20170304 071400,1.32
20170304 071500,1.34
20170304 071600,1.37
20170304 071700,1.43
20170304 071800,1.46
20170304 071900,1.5
20170304 072000,1.5
20170304 072100,1.61
20170304 072200,1.5
20170304 072300,1.53
20170304 072400,1.6
20170304 072500,1.54
20170304 072600,1.57
20170304 072700,1.63
20170304 072800,1.62
20170304 072900,1.57
20170304 073000,1.65
20170304 073100,1.68
20170304 073200,1.71
20170304 073300,1.75
20170304 073400,1.78
20170304 073500,1.79
20170304 073600,1.82
20170304 073700,1.89
20170304 073800,1.94
20170304 073900,2.02
20170304 074000,2.04
20170304 074100,2.08
20170304 074200,2.15
20170304 074300,2.18
20170304 074400,2.28
20170304 074500,2.31
20170304 074600,2.24
20170304 074700,2.39
20170304 074800,2.42
20170304 074900,2.46
20170304 075000,2.49
20170304 075100,2.56
20170304 075200,2.61
20170304 075300,2.62
20170304 075400,2.65
20170304 075500,2.67
20170304 075600,2.64
20170304 075700,2.79
20170304 075800,2.85
20170304 075900,2.87
20170304 080000,2.92
20170304 080100,2.89
20170304 080200,2.96
20170304 080300,3.02
20170304 080400,3.1
20170304 080500,2.94
20170304 080600,3.12
20170304 080700,3.2
20170304 080800,3.37
20170304 080900,3.28
20170304 081000,3.33
20170304 081100,3.41
20170304 081200,3.42
20170304 081300,3.47
20170304 081400,3.62
20170304 081500,3.53
20170304 081600,3.55
20170304 081700,3.65
20170304 081800,3.75
20170304 081900,3.7
20170304 082000,3.8
20170304 082100,3.86
20170304 082200,3.84
20170304 082300,3.96
20170304 082400,3.97
20170304 082500,4.11
20170304 082600,4.06
20170304 082700,4.04
20170304 082800,4.19
20170304 082900,4.13
20170304 083000,4.22
20170304 083100,4.25
20170304 083200,4.36
20170304 083300,4.4
20170304 083400,4.46
20170304 083500,4.52
20170304 083600,4.57
20170304 083700,4.64
20170304 083800,4.73
20170304 083900,4.75
20170304 084000,4.86
20170304 084100,4.91
20170304 084200,4.98
20170304 084300,5.04
20170304 084400,5.09
20170304 084500,5.16
20170304 084600,5.23
20170304 084700,5.26
20170304 084800,5.35
20170304 084900,5.43
20170304 085000,5.5
20170304 085100,5.57
20170304 085200,5.66
20170304 085300,5.69
20170304 085400,5.71
20170304 085500,5.77
20170304 085600,5.84
20170304 085700,5.82
20170304 085800,5.85
20170304 085900,5.94
20170304 090000,5.99
20170304 090100,6.03
20170304 090200,6.11
20170304 090300,6.18
20170304 090400,6.23
20170304 090500,6.26
20170304 090600,6.29
20170304 090700,6.36
20170304 090800,6.43
20170304 090900,6.49
20170304 091000,6.52
20170304 091100,6.61
20170304 091200,6.67
20170304 091300,6.73
20170304 091400,6.79
20170304 091500,6.82
20170304 091600,6.87
20170304 091700,6.9
20170304 091800,6.93
20170304 091900,6.97
20170304 092000,7.03
20170304 092100,7.08
20170304 092200,7.18
20170304 092300,7.22
20170304 092400,7.28
20170304 092500,7.35
20170304 092600,7.38
20170304 092700,7.53
20170304 092800,7.52
20170304 092900,7.59
20170304 093000,7.63
20170304 093100,7.71
20170304 093200,7.75
20170304 093300,7.82
20170304 093400,7.9
20170304 093500,7.93
20170304 093600,7.91
20170304 093700,8.0
20170304 093800,8.1
20170304 093900,8.08
20170304 094000,8.1
20170304 094100,8.15
20170304 094200,8.23
20170304 094300,8.26
20170304 094400,8.28
20170304 094500,8.3
20170304 094600,8.36
20170304 094700,8.4
20170304 094800,8.44
20170304 094900,8.5
20170304 095000,8.65
20170304 095100,8.61
20170304 095200,8.77
20170304 095300,8.78
20170304 095400,8.83
20170304 095500,8.87
20170304 095600,8.92
20170304 095700,8.93
20170304 095800,8.89
20170304 095900,8.97
20170304 100000,9.06
20170304 100100,9.05
20170304 100200,9.1
20170304 100300,9.12
20170304 100400,9.11
20170304 100500,9.13
20170304 100600,9.13
20170304 100700,9.18
20170304 100800,9.3
20170304 100900,9.26
20170304 101000,9.26
20170304 101100,9.4
20170304 101200,9.42
20170304 101300,9.45
20170304 101400,9.45
20170304 101500,9.49
20170304 101600,9.49
20170304 101700,9.55
20170304 101800,9.57
20170304 101900,9.66
20170304 102000,9.76
20170304 102100,9.84
20170304 102200,9.83
20170304 102300,9.87
20170304 102400,9.89
20170304 102500,9.9
20170304 102600,9.92
20170304 102700,9.98
20170304 102800,10.06
20170304 102900,10.09
20170304 103000,10.06
20170304 103100,10.11
20170304 103200,10.17
20170304 103300,10.21
20170304 103400,10.27
20170304 103500,10.19
20170304 103600,10.19
20170304 103700,10.27
20170304 103800,10.25
20170304 103900,10.33
20170304 104000,10.32
20170304 104100,10.33
20170304 104200,10.38
20170304 104300,10.45
20170304 104400,10.46
20170304 104500,10.48
20170304 104600,10.5
20170304 104700,10.52
20170304 104800,10.6
20170304 104900,10.56
20170304 105000,10.59
20170304 105100,10.67
20170304 105200,10.75
20170304 105300,10.68
20170304 105400,10.71
20170304 105500,10.77
20170304 105600,10.9
20170304 105700,10.86
20170304 105800,10.92
20170304 105900,10.95
20170304 110000,10.96
20170304 110100,10.98
20170304 110200,10.98
20170304 110300,11.0
20170304 110400,11.08
20170304 110500,11.09
20170304 110600,11.19
20170304 110700,11.19
20170304 110800,11.21
20170304 110900,11.24
20170304 111000,11.33
20170304 111100,11.24
20170304 111200,11.31
20170304 111300,11.33
20170304 111400,11.37
20170304 111500,11.4
20170304 111600,11.45
20170304 111700,11.46
20170304 111800,11.44
20170304 111900,11.47
20170304 112000,11.59
20170304 112100,11.62
20170304 112200,11.63
20170304 112300,11.69
20170304 112400,11.71
20170304 112500,11.76
20170304 112600,11.87
20170304 112700,11.84
20170304 112800,11.86
20170304 112900,11.92
20170304 113000,11.91
20170304 113100,11.93
20170304 113200,11.94
20170304 113300,11.97
20170304 113400,11.99
20170304 113500,12.03
20170304 113600,12.07
20170304 113700,12.11
20170304 113800,12.12
20170304 113900,12.24
20170304 114000,12.22
20170304 114100,12.21
20170304 114200,12.25
20170304 114300,12.31
20170304 114400,12.26
20170304 114500,12.31
20170304 114600,12.31
20170304 114700,12.36
20170304 114800,12.37
20170304 114900,12.44
20170304 115000,12.44
20170304 115100,12.46
20170304 115200,12.5
20170304 115300,12.51
20170304 115400,12.53
20170304 115500,12.59
20170304 115600,12.61
20170304 115700,12.7
20170304 115800,12.7
20170304 115900,12.73
20170304 120000,12.77
20170304 120100,12.8
20170304 120200,12.85
20170304 120300,12.87
20170304 120400,12.9
20170304 120500,13.0
20170304 120600,13.07
20170304 120700,13.05
20170304 120800,13.06
20170304 120900,13.14
20170304 121000,13.22
20170304 121100,13.24
20170304 121200,13.28
20170304 121300,13.34
20170304 121400,13.37
20170304 121500,13.4
20170304 121600,13.49
20170304 121700,13.53
20170304 121800,13.56
20170304 121900,13.59
20170304 122000,13.61
20170304 122100,13.66
20170304 122200,13.71
20170304 122300,13.79
20170304 122400,13.78
20170304 122500,13.83
20170304 122600,13.88
20170304 122700,13.91
20170304 122800,13.96
20170304 122900,14.0
20170304 123000,14.0
20170304 123100,14.06
20170304 123200,14.11
20170304 123300,14.12
20170304 123400,14.19
20170304 123500,14.19
20170304 123600,14.25
20170304 123700,14.26
20170304 123800,14.28
20170304 123900,14.32
20170304 124000,14.33
20170304 124100,14.36
20170304 124200,14.36
20170304 124300,14.42
20170304 124400,14.39
20170304 124500,14.45
20170304 124600,14.49
20170304 124700,14.53
20170304 124800,14.55
20170304 124900,14.63
20170304 125000,14.65
20170304 125100,14.67
20170304 125200,14.63
20170304 125300,14.7
20170304 125400,14.73
20170304 125500,14.75
20170304 125600,14.75
20170304 125700,14.77
20170304 125800,14.77
20170304 125900,14.82
20170304 130000,14.85
20170304 130100,14.86
20170304 130200,14.92
20170304 130300,14.97
20170304 130400,14.97
20170304 130500,15.01
20170304 130600,15.03
20170304 130700,15.02
20170304 130800,14.99
20170304 130900,14.99
20170304 131000,14.99
20170304 131100,15.04
20170304 131200,15.05
20170304 131300,15.12
20170304 131400,15.23
20170304 131500,15.14
20170304 131600,15.13
20170304 131700,15.18
20170304 131800,15.16
20170304 131900,15.19
20170304 132000,15.23
20170304 132100,15.27
20170304 132200,15.36
20170304 132300,15.35
20170304 132400,15.39
20170304 132500,15.41
20170304 132600,15.43
20170304 132700,15.43
20170304 132800,15.47
20170304 132900,15.48
20170304 133000,15.49
20170304 133100,15.51
20170304 133200,15.51
20170304 133300,15.52
20170304 133400,15.48
20170304 133500,15.47
20170304 133600,15.5
20170304 133700,15.51
20170304 133800,15.57
20170304 133900,15.58
20170304 134000,15.6
20170304 134100,15.64
20170304 134200,15.63
20170304 134300,15.58
20170304 134400,15.61
20170304 134500,15.59
20170304 134600,15.68
20170304 134700,15.71
20170304 134800,15.71
20170304 134900,15.67
20170304 135000,15.66
20170304 135100,15.68
20170304 135200,15.78
20170304 135300,15.75
20170304 135400,15.72
20170304 135500,15.73
20170304 135600,15.76
20170304 135700,15.84
20170304 135800,15.79
20170304 135900,15.78
20170304 140000,15.74
20170304 140100,15.81
20170304 140200,15.74
20170304 140300,15.78
20170304 140400,15.76
20170304 140500,15.81
20170304 140600,15.86
20170304 140700,15.82
20170304 140800,15.81
20170304 140900,15.83
20170304 141000,15.83
20170304 141100,15.83
20170304 141200,15.82
20170304 141300,15.82
20170304 141400,15.88
20170304 141500,15.87
20170304 141600,15.87
20170304 141700,15.91
20170304 141800,15.93
20170304 141900,15.96
20170304 142000,15.88
20170304 142100,15.99
20170304 142200,15.94
20170304 142300,15.85
20170304 142400,15.9
20170304 142500,15.92
20170304 142600,16.04
20170304 142700,15.98
20170304 142800,15.98
20170304 142900,16.01
20170304 143000,15.96
20170304 143100,15.94
20170304 143200,15.95
20170304 143300,16.0
20170304 143400,16.06
20170304 143500,16.07
20170304 143600,16.01
20170304 143700,16.01
20170304 143800,16.06
20170304 143900,16.09
20170304 144000,16.06
20170304 144100,16.07
20170304 144200,16.05
20170304 144300,16.02
20170304 144400,15.99
20170304 144500,16.05
20170304 144600,16.11
20170304 144700,16.08
20170304 144800,16.03
20170304 144900,16.04
20170304 145000,16.07
20170304 145100,16.11
20170304 145200,16.07
20170304 145300,16.12
20170304 145400,16.1
20170304 145500,16.1
20170304 145600,16.13
20170304 145700,16.12
20170304 145800,16.14
20170304 145900,16.13
20170304 150000,16.14
20170304 150100,16.14
20170304 150200,16.16
20170304 150300,16.15
20170304 150400,16.17
20170304 150500,16.17
20170304 150600,16.19
20170304 150700,16.19
20170304 150800,16.2
20170304 150900,16.22
20170304 151000,16.21
20170304 151100,16.23
20170304 151200,16.23
20170304 151300,16.24
20170304 151400,16.25
20170304 151500,16.28
20170304 151600,16.24
20170304 151700,16.28
20170304 151800,16.21
20170304 151900,16.24
20170304 152000,16.29
20170304 152100,16.29
20170304 152200,16.32
20170304 152300,16.3
20170304 152400,16.28
20170304 152500,16.26
20170304 152600,16.31
20170304 152700,16.32
20170304 152800,16.32
20170304 152900,16.31
20170304 153000,16.29
20170304 153100,16.32
20170304 153200,16.34
20170304 153300,16.32
20170304 153400,16.35
20170304 153500,16.35
20170304 153600,16.34
20170304 153700,16.35
20170304 153800,16.35
20170304 153900,16.35
20170304 154000,16.35
20170304 154100,16.35
20170304 154200,16.38
20170304 154300,16.39
20170304 154400,16.38
20170304 154500,16.35
20170304 154600,16.31
20170304 154700,16.34
20170304 154800,16.34
20170304 154900,16.36
20170304 155000,16.37
20170304 155100,16.39
20170304 155200,16.35
20170304 155300,16.36
20170304 155400,16.37
20170304 155500,16.38
20170304 155600,16.36
20170304 155700,16.39
20170304 155800,16.37
20170304 155900,16.42
20170304 160000,16.42
20170304 160100,16.42
20170304 160200,16.43
20170304 160300,16.44
20170304 160400,16.47
20170304 160500,16.47
20170304 160600,16.48
20170304 160700,16.52
20170304 160800,16.52
20170304 160900,16.53
20170304 161000,16.53
20170304 161100,16.54
20170304 161200,16.57
20170304 161300,16.59
20170304 161400,16.62
20170304 161500,16.62
20170304 161600,16.65
20170304 161700,16.67
20170304 161800,16.69
20170304 161900,16.72
20170304 162000,16.77
20170304 162100,16.81
20170304 162200,16.91
20170304 162300,16.97
20170304 162400,17.02
20170304 162500,17.03
20170304 162600,17.02
20170304 162700,17.05
20170304 162800,17.08
20170304 162900,17.03
20170304 163000,17.06
20170304 163100,17.05
20170304 163200,17.03
20170304 163300,17.03
20170304 163400,17.06
20170304 163500,17.06
20170304 163600,17.06
20170304 163700,17.05
20170304 163800,17.06
20170304 163900,17.06
20170304 164000,17.06
20170304 164100,17.02
20170304 164200,17.06
20170304 164300,17.05
20170304 164400,17.06
20170304 164500,17.05
20170304 164600,17.05
20170304 164700,17.06
20170304 164800,17.08
20170304 164900,17.07
20170304 165000,17.05
20170304 165100,17.05
20170304 165200,17.04
20170304 165300,17.0
20170304 165400,17.01
20170304 165500,17.02
20170304 165600,17.03
20170304 165700,17.03
20170304 165800,17.05
20170304 165900,17.01
20170304 170000,17.01
20170304 170100,17.0
20170304 170200,17.01
20170304 170300,17.04
20170304 170400,17.06
20170304 170500,17.04
20170304 170600,17.03
20170304 170700,17.05
20170304 170800,17.05
20170304 170900,17.07
20170304 171000,17.04
20170304 171100,17.04
20170304 171200,17.07
20170304 171300,17.02
20170304 171400,17.04
20170304 171500,17.05
20170304 171600,17.05
20170304 171700,17.04
20170304 171800,17.04
20170304 171900,17.01
20170304 172000,17.02
20170304 172100,17.03
20170304 172200,17.02
20170304 172300,17.04
20170304 172400,17.04
20170304 172500,17.02
20170304 172600,17.0
20170304 172700,17.01
20170304 172800,17.05
20170304 172900,17.06
20170304 173000,17.02
20170304 173100,17.03
20170304 173200,17.03
20170304 173300,17.03
20170304 173400,17.04
20170304 173500,17.09
20170304 173600,17.01
20170304 173700,17.03
20170304 173800,17.06
20170304 173900,17.03
20170304 174000,17.05
20170304 174100,16.99
20170304 174200,17.01
20170304 174300,17.06
20170304 174400,17.04
20170304 174500,17.06
20170304 174600,17.04
20170304 174700,17.05
20170304 174800,17.06
20170304 174900,17.06
20170304 175000,17.06
20170304 175100,17.07
20170304 175200,17.07
20170304 175300,17.06
20170304 175400,17.06
20170304 175500,17.06
20170304 175600,17.07
20170304 175700,17.08
20170304 175800,17.03
20170304 175900,17.04
20170304 180000,17.08
20170304 180100,17.04
20170304 180200,17.07
20170304 180300,17.03
20170304 180400,17.02
20170304 180500,17.12
20170304 180600,17.06
20170304 180700,17.07
20170304 180800,17.13
20170304 180900,17.17
20170304 181000,17.18
20170304 181100,17.27
20170304 181200,17.33
20170304 181300,17.43
20170304 181400,17.48
20170304 181500,17.58
20170304 181600,17.66
20170304 181700,17.67
20170304 181800,17.71
20170304 181900,17.86
20170304 182000,17.92
20170304 182100,17.98
20170304 182200,17.99
20170304 182300,18.13
20170304 182400,18.24
20170304 182500,18.21
20170304 182600,18.23
20170304 182700,18.29
20170304 182800,18.26
20170304 182900,18.36
20170304 183000,18.35
20170304 183100,18.42
20170304 183200,18.47
20170304 183300,18.47
20170304 183400,18.47
20170304 183500,18.45
20170304 183600,18.57
20170304 183700,18.61
20170304 183800,18.55
20170304 183900,18.57
20170304 184000,18.62
20170304 184100,18.68
20170304 184200,18.67
20170304 184300,18.67
20170304 184400,18.68
20170304 184500,18.63
20170304 184600,18.69
20170304 184700,18.67
20170304 184800,18.75
20170304 184900,18.75
20170304 185000,18.82
20170304 185100,18.79
20170304 185200,18.75
20170304 185300,18.72
20170304 185400,18.72
20170304 185500,18.72
20170304 185600,18.63
20170304 185700,18.65
20170304 185800,18.85
20170304 185900,18.81
20170304 190000,18.79
20170304 190100,18.83
20170304 190200,18.81
20170304 190300,18.79
20170304 190400,18.8
20170304 190500,18.86
20170304 190600,18.77
20170304 190700,18.8
20170304 190800,18.84
20170304 190900,18.82
20170304 191000,18.71
20170304 191100,18.87
20170304 191200,18.91
20170304 191300,18.89
20170304 191400,18.9
20170304 191500,18.95
20170304 191600,18.93
20170304 191700,18.93
20170304 191800,18.94
20170304 191900,18.96
20170304 192000,18.92
20170304 192100,18.86
20170304 192200,18.93
20170304 192300,19.0
20170304 192400,18.97
20170304 192500,18.89
20170304 192600,18.97
20170304 192700,18.99
20170304 192800,19.02
20170304 192900,19.01
20170304 193000,19.01
20170304 193100,19.0
20170304 193200,18.99
20170304 193300,19.01
20170304 193400,19.0
20170304 193500,19.01
20170304 193600,19.02
20170304 193700,19.03
20170304 193800,19.02
20170304 193900,19.01
20170304 194000,19.01
20170304 194100,19.03
20170304 194200,19.03
20170304 194300,19.02
20170304 194400,19.04
20170304 194500,18.99
20170304 194600,19.02
20170304 194700,19.0
20170304 194800,18.99
20170304 194900,18.99
20170304 195000,19.02
20170304 195100,19.01
20170304 195200,19.05
20170304 195300,19.06
20170304 195400,19.03
20170304 195500,19.03
20170304 195600,18.99
20170304 195700,19.0
20170304 195800,19.0
20170304 195900,19.04
20170304 200000,19.01
20170304 200100,19.02
20170304 200200,19.0
20170304 200300,19.01
20170304 200400,19.03
20170304 200500,19.0
20170304 200600,18.99
20170304 200700,18.98
20170304 200800,19.01
20170304 200900,18.96
20170304 201000,18.97
20170304 201100,18.99
20170304 201200,19.01
20170304 201300,19.01
20170304 201400,18.97
20170304 201500,19.0
20170304 201600,19.02
20170304 201700,18.95
20170304 201800,19.0
20170304 201900,19.05
20170304 202000,18.93
20170304 202100,19.06
20170304 202200,19.06
20170304 202300,19.02
20170304 202400,18.94
20170304 202500,18.99
20170304 202600,18.99
20170304 202700,19.0
20170304 202800,19.0
20170304 202900,19.08
20170304 203000,19.07
20170304 203100,19.01
20170304 203200,19.05
20170304 203300,18.97
20170304 203400,19.04
20170304 203500,19.11
20170304 203600,18.91
20170304 203700,18.95
20170304 203800,18.96
20170304 203900,19.03
20170304 204000,19.03
20170304 204100,19.02
20170304 204200,19.05
20170304 204300,18.99
20170304 204400,19.02
20170304 204500,19.06
20170304 204600,19.12
20170304 204700,19.1
20170304 204800,19.1
20170304 204900,19.08
20170304 205000,19.03
20170304 205100,19.2
20170304 205200,19.14
20170304 205300,19.13
20170304 205400,19.17
20170304 205500,19.19
